,index,Unnamed: 0
5658,11967,1158.0
5659,10302,1159.0
5660,14296,1160.0
5661,11430,1161.0
5662,3237,1162.0
5663,16152,1163.0
5664,3253,1164.0
5665,8643,1165.0
5666,11613,1166.0
5667,1277,1167.0
5668,12177,1168.0
5669,9158,1169.0
5670,2538,1170.0
5671,12029,1171.0
5672,11062,1172.0
5673,6082,1173.0
5674,2225,1174.0
5675,10168,1175.0
5676,9252,1176.0
5677,4902,1177.0
5678,2387,1178.0
5679,6161,1179.0
5680,14571,1180.0
5681,16067,1181.0
5682,13126,1182.0
5683,14043,1183.0
5684,1332,1184.0
5685,9853,1185.0
5686,8423,1186.0
5687,10599,1187.0
5688,15564,1188.0
5689,13995,1189.0
5690,1810,1190.0
5691,5299,1191.0
5692,7554,1192.0
5693,13320,1193.0
5694,9139,1194.0
5695,10827,1195.0
5696,10115,1196.0
5697,245,1197.0
5698,4778,1198.0
5699,7755,1199.0
5700,7432,1200.0
5701,13407,1201.0
5702,14407,1202.0
5703,11060,1203.0
5704,1661,1204.0
5705,14406,1205.0
5706,7127,1206.0
5707,7686,1207.0
5708,1300,1208.0
5709,15958,1209.0
5710,7820,1210.0
5711,6807,1211.0
5712,6481,1212.0
5713,1611,1213.0
5714,3864,1214.0
5715,1341,1215.0
5716,5017,1216.0
5717,2014,1217.0
5718,7743,1218.0
5719,2077,1219.0
5720,16588,1220.0
5721,11944,1221.0
5722,10960,1222.0
5723,6133,1223.0
5724,11915,1224.0
5725,13261,1225.0
5726,7998,1226.0
5727,7924,1227.0
5728,8221,1228.0
5729,5997,1229.0
5730,13056,1230.0
5731,16936,1231.0
5732,3394,1232.0
5733,4779,1233.0
5734,11654,1234.0
5735,16796,1235.0
5736,15715,1236.0
5737,2610,1237.0
5738,12666,1238.0
5739,11934,1239.0
5740,5495,1240.0
5741,8514,1241.0
5742,16658,1242.0
5743,408,1243.0
5744,4263,1244.0
5745,15464,1245.0
5746,10601,1246.0
5747,6806,1247.0
5748,520,1248.0
5749,7866,1249.0
5750,4942,1250.0
5751,6710,1251.0
5752,4998,1252.0
5753,16998,1253.0
5754,6025,1254.0
5755,17385,1255.0
5756,5071,1256.0
5757,8417,1257.0
5758,13154,1258.0
5759,9043,1259.0
5760,12195,1260.0
5761,738,1261.0
5762,5563,1262.0
5763,4479,1263.0
5764,13044,1264.0
5765,1026,1265.0
5766,7334,1266.0
5767,1490,1267.0
5768,278,1268.0
5769,3160,1269.0
5770,8277,1270.0
5771,14545,1271.0
5772,734,1272.0
5773,12664,1273.0
5774,2839,1274.0
5775,17352,1275.0
5776,5345,1276.0
5777,14476,1277.0
5778,8645,1278.0
5779,6796,1279.0
5780,11554,1280.0
5781,12747,1281.0
5782,2519,1282.0
5783,14813,1283.0
5784,4337,1284.0
5785,11284,1285.0
5786,8001,1286.0
5787,15985,1287.0
5788,2869,1288.0
5789,14358,1289.0
5790,476,1290.0
5791,17703,1291.0
5792,15711,1292.0
5793,17472,1293.0
5794,8501,1294.0
5795,12688,1295.0
5796,5366,1296.0
5797,14849,1297.0
5798,17624,1298.0
5799,11658,1299.0
5800,16094,1300.0
5801,5643,1301.0
5802,2335,1302.0
5803,16403,1303.0
5804,14341,1304.0
5805,367,1305.0
5806,12710,1306.0
5807,15028,1307.0
5808,7645,1308.0
5809,11839,1309.0
5810,12713,1310.0
5811,3275,1311.0
5812,8365,1312.0
5813,5518,1313.0
5814,1668,1314.0
5815,15369,1315.0
5816,16026,1316.0
5817,3902,1317.0
5818,971,1318.0
5819,4149,1319.0
5820,7092,1320.0
5821,13614,1321.0
5822,84,1322.0
5823,4886,1323.0
5824,13856,1324.0
5825,15730,1325.0
5826,2626,1326.0
5827,148,1327.0
5828,5462,1328.0
5829,14855,1329.0
5830,3833,1330.0
5831,4037,1331.0
5832,5655,1332.0
5833,16463,1333.0
5834,8178,1334.0
5835,15807,1335.0
5836,12591,1336.0
5837,3732,1337.0
5838,7659,1338.0
5839,5353,1339.0
5840,9148,1340.0
5841,5310,1341.0
5842,16903,1342.0
5843,646,1343.0
5844,14416,1344.0
5845,13779,1345.0
5846,11379,1346.0
5847,15825,1347.0
5848,13422,1348.0
5849,2556,1349.0
5850,14150,1350.0
5851,16808,1351.0
5852,3988,1352.0
5853,5164,1353.0
5854,11074,1354.0
5855,2119,1355.0
5856,3373,1356.0
5857,12812,1357.0
5858,10941,1358.0
5859,8426,1359.0
5860,13673,1360.0
5861,5014,1361.0
5862,14954,1362.0
5863,15811,1363.0
5864,9133,1364.0
5865,10794,1365.0
5866,15983,1366.0
5867,3167,1367.0
5868,2190,1368.0
5869,3929,1369.0
5870,12276,1370.0
5871,53,1371.0
5872,2863,1372.0
5873,7049,1373.0
5874,225,1374.0
5875,4741,1375.0
5876,2580,1376.0
5877,17534,1377.0
5878,8103,1378.0
5879,14896,1379.0
5880,8639,1380.0
5881,3528,1381.0
5882,2680,1382.0
5883,9641,1383.0
5884,17964,1384.0
5885,560,1385.0
5886,3944,1386.0
5887,13713,1387.0
5888,15515,1388.0
5889,10401,1389.0
5890,17153,1390.0
5891,17929,1391.0
5892,7369,1392.0
5893,12646,1393.0
5894,11316,1394.0
5895,16634,1395.0
5896,17607,1396.0
5897,10514,1397.0
5898,375,1398.0
5899,4359,1399.0
5900,6627,1400.0
5901,11315,1401.0
5902,10140,1402.0
5903,982,1403.0
5904,11810,1404.0
5905,15745,1405.0
5906,17426,1406.0
5907,10569,1407.0
5908,15069,1408.0
5909,3701,1409.0
5910,16045,1410.0
5911,10693,1411.0
5912,3377,1412.0
5913,11525,1413.0
5914,8194,1414.0
5915,17241,1415.0
5916,11341,1416.0
5917,2505,1417.0
5918,2064,1418.0
5919,14299,1419.0
5920,2810,1420.0
5921,13200,1421.0
5922,2767,1422.0
5923,10108,1423.0
5924,4011,1424.0
5925,1430,1425.0
5926,10873,1426.0
5927,4874,1427.0
5928,701,1428.0
5929,13169,1429.0
5930,7764,1430.0
5931,13316,1431.0
5932,15377,1432.0
5933,6017,1433.0
5934,1926,1434.0
5935,12462,1435.0
5936,4845,1436.0
5937,3469,1437.0
5938,12597,1438.0
5939,3771,1439.0
5940,12235,1440.0
5941,5708,1441.0
5942,12062,1442.0
5943,447,1443.0
5944,8979,1444.0
5945,8579,1445.0
5946,12188,1446.0
5947,5114,1447.0
5948,15667,1448.0
5949,989,1449.0
5950,13350,1450.0
5951,8188,1451.0
5952,1715,1452.0
5953,10392,1453.0
5954,8945,1454.0
5955,2011,1455.0
5956,8352,1456.0
5957,4416,1457.0
5958,7714,1458.0
5959,8394,1459.0
5960,1791,1460.0
5961,17813,1461.0
5962,1033,1462.0
5963,2852,1463.0
5964,9654,1464.0
5965,17992,1465.0
5966,9631,1466.0
5967,10754,1467.0
5968,3213,1468.0
5969,6813,1469.0
5970,8393,1470.0
5971,12996,1471.0
5972,4603,1472.0
5973,11400,1473.0
5974,3844,1474.0
5975,14163,1475.0
5976,7834,1476.0
5977,10717,1477.0
5978,3810,1478.0
5979,1739,1479.0
5980,16301,1480.0
5981,14402,1481.0
5982,3201,1482.0
5983,6173,1483.0
5984,2023,1484.0
5985,15729,1485.0
5986,12498,1486.0
5987,1789,1487.0
5988,2476,1488.0
5989,15750,1489.0
5990,5790,1490.0
5991,8634,1491.0
5992,9331,1492.0
5993,17258,1493.0
5994,16889,1494.0
5995,1929,1495.0
5996,17997,1496.0
5997,4483,1497.0
5998,13098,1498.0
5999,3535,1499.0
6000,13618,1500.0
6001,11727,1501.0
6002,1230,1502.0
6003,8326,1503.0
6004,17851,1504.0
6005,2429,1505.0
6006,11619,1506.0
6007,5433,1507.0
6008,1857,1508.0
6009,9491,1509.0
6010,322,1510.0
6011,8053,1511.0
6012,16450,1512.0
6013,4871,1513.0
6014,11159,1514.0
6015,11208,1515.0
6016,10179,1516.0
6017,7187,1517.0
6018,4553,1518.0
6019,4181,1519.0
6020,12794,1520.0
6021,17262,1521.0
6022,15239,1522.0
6023,3025,1523.0
6024,13355,1524.0
6025,13927,1525.0
6026,232,1526.0
6027,338,1527.0
6028,8936,1528.0
6029,8836,1529.0
6030,4391,1530.0
6031,4058,1531.0
6032,5387,1532.0
6033,10508,1533.0
6034,2093,1534.0
6035,12364,1535.0
6036,5133,1536.0
6037,1000,1537.0
6038,8644,1538.0
6039,3008,1539.0
6040,121,1540.0
6041,10306,1541.0
6042,7474,1542.0
6043,13839,1543.0
6044,17846,1544.0
6045,329,1545.0
6046,15313,1546.0
6047,939,1547.0
6048,5593,1548.0
6049,13392,1549.0
6050,8572,1550.0
6051,8851,1551.0
6052,9795,1552.0
6053,3268,1553.0
6054,8576,1554.0
6055,1441,1555.0
6056,12196,1556.0
6057,2521,1557.0
6058,2676,1558.0
6059,12873,1559.0
6060,10262,1560.0
6061,1718,1561.0
6062,7091,1562.0
6063,14810,1563.0
6064,17048,1564.0
6065,10386,1565.0
6066,1629,1566.0
6067,10766,1567.0
6068,808,1568.0
6069,13542,1569.0
6070,6338,1570.0
6071,3100,1571.0
6072,10756,1572.0
6073,16151,1573.0
6074,14148,1574.0
6075,17535,1575.0
6076,1192,1576.0
6077,6965,1577.0
6078,17803,1578.0
6079,15717,1579.0
6080,10003,1580.0
6081,13776,1581.0
6082,16672,1582.0
6083,7261,1583.0
6084,8804,1584.0
6085,12402,1585.0
6086,7745,1586.0
6087,3218,1587.0
6088,877,1588.0
6089,11357,1589.0
6090,7590,1590.0
6091,13689,1591.0
6092,6485,1592.0
6093,9351,1593.0
6094,2941,1594.0
6095,14791,1595.0
6096,17681,1596.0
6097,15468,1597.0
6098,9523,1598.0
6099,793,1599.0
6100,7123,1600.0
6101,948,1601.0
6102,15684,1602.0
6103,399,1603.0
6104,12020,1604.0
6105,3770,1605.0
6106,15685,1606.0
6107,5975,1607.0
6108,6719,1608.0
6109,1087,1609.0
6110,3872,1610.0
6111,16194,1611.0
6112,13534,1612.0
6113,10082,1613.0
6114,14982,1614.0
6115,11876,1615.0
6116,5450,1616.0
6117,1052,1617.0
6118,16487,1618.0
6119,6963,1619.0
6120,11300,1620.0
6121,10218,1621.0
6122,17129,1622.0
6123,4669,1623.0
6124,10374,1624.0
6125,8291,1625.0
6126,17928,1626.0
6127,10824,1627.0
6128,14796,1628.0
6129,14236,1629.0
6130,15427,1630.0
6131,6147,1631.0
6132,4865,1632.0
6133,8505,1633.0
6134,13240,1634.0
6135,6151,1635.0
6136,8306,1636.0
6137,7160,1637.0
6138,17136,1638.0
6139,3915,1639.0
6140,1053,1640.0
6141,1098,1641.0
6142,2307,1642.0
6143,16567,1643.0
6144,2200,1644.0
6145,14862,1645.0
6146,1426,1646.0
6147,8976,1647.0
6148,11399,1648.0
6149,8743,1649.0
6150,5427,1650.0
6151,16524,1651.0
6152,4541,1652.0
6153,6426,1653.0
6154,2536,1654.0
6155,377,1655.0
6156,8665,1656.0
6157,10617,1657.0
6158,1968,1658.0
6159,9490,1659.0
6160,14343,1660.0
6161,8607,1661.0
6162,17415,1662.0
6163,8670,1663.0
6164,856,1664.0
6165,6417,1665.0
6166,5319,1666.0
6167,11153,1667.0
6168,14195,1668.0
6169,8323,1669.0
6170,14241,1670.0
6171,1231,1671.0
6172,12170,1672.0
6173,3438,1673.0
6174,11962,1674.0
6175,13598,1675.0
6176,17893,1676.0
6177,13676,1677.0
6178,11996,1678.0
6179,15511,1679.0
6180,15622,1680.0
6181,13990,1681.0
6182,17862,1682.0
6183,9652,1683.0
6184,6513,1684.0
6185,16956,1685.0
6186,3161,1686.0
6187,1008,1687.0
6188,2165,1688.0
6189,11192,1689.0
6190,1017,1690.0
6191,9089,1691.0
6192,1099,1692.0
6193,10154,1693.0
6194,4968,1694.0
6195,1621,1695.0
6196,9037,1696.0
6197,11466,1697.0
6198,2322,1698.0
6199,504,1699.0
6200,11278,1700.0
6201,2412,1701.0
6202,11149,1702.0
6203,17436,1703.0
6204,17463,1704.0
6205,8328,1705.0
6206,16523,1706.0
6207,12051,1707.0
6208,8595,1708.0
6209,13491,1709.0
6210,11583,1710.0
6211,15795,1711.0
6212,1726,1712.0
6213,17805,1713.0
6214,16376,1714.0
6215,17222,1715.0
6216,9455,1716.0
6217,7202,1717.0
6218,8046,1718.0
6219,9408,1719.0
6220,12939,1720.0
6221,2407,1721.0
6222,12962,1722.0
6223,10912,1723.0
6224,13382,1724.0
6225,6403,1725.0
6226,4751,1726.0
6227,2372,1727.0
6228,3230,1728.0
6229,6624,1729.0
6230,2913,1730.0
6231,17351,1731.0
6232,8796,1732.0
6233,5827,1733.0
6234,13095,1734.0
6235,2782,1735.0
6236,16341,1736.0
6237,698,1737.0
6238,10034,1738.0
6239,10846,1739.0
6240,11026,1740.0
6241,15428,1741.0
6242,1035,1742.0
6243,8077,1743.0
6244,8903,1744.0
6245,10083,1745.0
6246,4241,1746.0
6247,15487,1747.0
6248,13875,1748.0
6249,11265,1749.0
6250,440,1750.0
6251,13803,1751.0
6252,12970,1752.0
6253,16400,1753.0
6254,46,1754.0
6255,3512,1755.0
6256,7033,1756.0
6257,14201,1757.0
6258,15246,1758.0
6259,17874,1759.0
6260,1742,1760.0
6261,2673,1761.0
6262,17558,1762.0
6263,12042,1763.0
6264,6613,1764.0
6265,13643,1765.0
6266,369,1766.0
6267,4717,1767.0
6268,5528,1768.0
6269,6610,1769.0
6270,6694,1770.0
6271,15669,1771.0
6272,5571,1772.0
6273,10163,1773.0
6274,12965,1774.0
6275,2277,1775.0
6276,3193,1776.0
6277,4860,1777.0
6278,4296,1778.0
6279,15598,1779.0
6280,631,1780.0
6281,13558,1781.0
6282,595,1782.0
6283,11380,1783.0
6284,846,1784.0
6285,16880,1785.0
6286,1469,1786.0
6287,9637,1787.0
6288,9370,1788.0
6289,2923,1789.0
6290,1334,1790.0
6291,3293,1791.0
6292,12730,1792.0
6293,7810,1793.0
6294,14558,1794.0
6295,1222,1795.0
6296,2491,1796.0
6297,17926,1797.0
6298,7408,1798.0
6299,14303,1799.0
6300,3999,1800.0
6301,13767,1801.0
6302,5029,1802.0
6303,14942,1803.0
6304,4007,1804.0
6305,14396,1805.0
6306,10703,1806.0
6307,3448,1807.0
6308,11803,1808.0
6309,12968,1809.0
6310,4128,1810.0
6311,2522,1811.0
6312,592,1812.0
6313,3906,1813.0
6314,4066,1814.0
6315,3004,1815.0
6316,398,1816.0
6317,7677,1817.0
6318,9796,1818.0
6319,11013,1819.0
6320,15523,1820.0
6321,8496,1821.0
6322,1564,1822.0
6323,5919,1823.0
6324,6158,1824.0
6325,103,1825.0
6326,14847,1826.0
6327,8249,1827.0
6328,15778,1828.0
6329,5953,1829.0
6330,12248,1830.0
6331,1569,1831.0
6332,314,1832.0
6333,14298,1833.0
6334,14582,1834.0
6335,9219,1835.0
6336,1853,1836.0
6337,11092,1837.0
6338,9857,1838.0
6339,5306,1839.0
6340,7406,1840.0
6341,9548,1841.0
6342,10207,1842.0
6343,15400,1843.0
6344,16898,1844.0
6345,1558,1845.0
6346,9283,1846.0
6347,15839,1847.0
6348,9224,1848.0
6349,14369,1849.0
6350,8159,1850.0
6351,11792,1851.0
6352,5072,1852.0
6353,17455,1853.0
6354,4448,1854.0
6355,11351,1855.0
6356,6385,1856.0
6357,8940,1857.0
6358,1840,1858.0
6359,4091,1859.0
6360,4065,1860.0
6361,14612,1861.0
6362,12659,1862.0
6363,932,1863.0
6364,1752,1864.0
6365,2888,1865.0
6366,7785,1866.0
6367,11036,1867.0
6368,13592,1868.0
6369,2026,1869.0
6370,4287,1870.0
6371,6077,1871.0
6372,17349,1872.0
6373,9426,1873.0
6374,3399,1874.0
6375,8380,1875.0
6376,2725,1876.0
6377,15381,1877.0
6378,3338,1878.0
6379,17164,1879.0
6380,8474,1880.0
6381,5678,1881.0
6382,16215,1882.0
6383,3037,1883.0
6384,10582,1884.0
6385,8590,1885.0
6386,16394,1886.0
6387,7535,1887.0
6388,10219,1888.0
6389,16213,1889.0
6390,4089,1890.0
6391,11728,1891.0
6392,4692,1892.0
6393,9507,1893.0
6394,17949,1894.0
6395,873,1895.0
6396,4573,1896.0
6397,5974,1897.0
6398,11422,1898.0
6399,12571,1899.0
6400,16441,1900.0
6401,5404,1901.0
6402,17144,1902.0
6403,3430,1903.0
6404,9016,1904.0
6405,17248,1905.0
6406,16807,1906.0
6407,4682,1907.0
6408,12366,1908.0
6409,12768,1909.0
6410,5877,1910.0
6411,4356,1911.0
6412,14706,1912.0
6413,4397,1913.0
6414,3569,1914.0
6415,15338,1915.0
6416,9182,1916.0
6417,12357,1917.0
6418,11585,1918.0
6419,14689,1919.0
6420,3415,1920.0
6421,827,1921.0
6422,973,1922.0
6423,5126,1923.0
6424,16345,1924.0
6425,6376,1925.0
6426,1764,1926.0
6427,17958,1927.0
6428,11641,1928.0
6429,5625,1929.0
6430,8392,1930.0
6431,397,1931.0
6432,1686,1932.0
6433,14505,1933.0
6434,7497,1934.0
6435,2764,1935.0
6436,16052,1936.0
6437,13883,1937.0
6438,3356,1938.0
6439,5529,1939.0
6440,7348,1940.0
6441,15993,1941.0
6442,6750,1942.0
6443,9892,1943.0
6444,14569,1944.0
6445,8908,1945.0
6446,2215,1946.0
6447,15882,1947.0
6448,14008,1948.0
6449,14987,1949.0
6450,11626,1950.0
6451,1584,1951.0
6452,2396,1952.0
6453,3200,1953.0
6454,12679,1954.0
6455,3615,1955.0
6456,7826,1956.0
6457,7691,1957.0
6458,10985,1958.0
6459,10245,1959.0
6460,5280,1960.0
6461,6,1961.0
6462,5998,1962.0
6463,12535,1963.0
6464,8412,1964.0
6465,6816,1965.0
6466,692,1966.0
6467,6363,1967.0
6468,14517,1968.0
6469,14169,1969.0
6470,4235,1970.0
6471,1647,1971.0
6472,4971,1972.0
6473,10702,1973.0
6474,715,1974.0
6475,634,1975.0
6476,802,1976.0
6477,11560,1977.0
6478,8946,1978.0
6479,629,1979.0
6480,10387,1980.0
6481,17112,1981.0
6482,2349,1982.0
6483,17317,1983.0
6484,17148,1984.0
6485,11179,1985.0
6486,8384,1986.0
6487,9147,1987.0
6488,14730,1988.0
6489,17491,1989.0
6490,12060,1990.0
6491,15952,1991.0
6492,15204,1992.0
6493,8379,1993.0
6494,11972,1994.0
6495,16534,1995.0
6496,16715,1996.0
6497,12448,1997.0
6498,13045,1998.0
6499,17370,1999.0
6500,14430,2000.0
6501,14065,2001.0
6502,6945,2002.0
6503,15258,2003.0
6504,13018,2004.0
6505,13979,2005.0
6506,2357,2006.0
6507,9442,2007.0
6508,11982,2008.0
6509,8447,2009.0
6510,1781,2010.0
6511,11762,2011.0
6512,9536,2012.0
6513,9688,2013.0
6514,13082,2014.0
6515,6917,2015.0
6516,12883,2016.0
6517,198,2017.0
6518,1225,2018.0
6519,1166,2019.0
6520,16787,2020.0
6521,3231,2021.0
6522,1284,2022.0
6523,344,2023.0
6524,11984,2024.0
6525,10987,2025.0
6526,6506,2026.0
6527,9534,2027.0
6528,8357,2028.0
6529,16646,2029.0
6530,4958,2030.0
6531,6797,2031.0
6532,464,2032.0
6533,1342,2033.0
6534,4087,2034.0
6535,3923,2035.0
6536,14152,2036.0
6537,14488,2037.0
6538,13305,2038.0
6539,11235,2039.0
6540,8642,2040.0
6541,13521,2041.0
6542,15657,2042.0
6543,12232,2043.0
6544,13220,2044.0
6545,14951,2045.0
6546,2363,2046.0
6547,7065,2047.0
6548,5089,2048.0
6549,11670,2049.0
6550,4226,2050.0
6551,16266,2051.0
6552,15194,2052.0
6553,972,2053.0
6554,8663,2054.0
6555,9286,2055.0
6556,17381,2056.0
6557,15797,2057.0
6558,12255,2058.0
6559,9334,2059.0
6560,15462,2060.0
6561,7689,2061.0
6562,4780,2062.0
6563,9077,2063.0
6564,15758,2064.0
6565,15587,2065.0
6566,14605,2066.0
6567,2605,2067.0
6568,8690,2068.0
6569,1887,2069.0
6570,14941,2070.0
6571,17850,2071.0
6572,5082,2072.0
6573,2817,2073.0
6574,11913,2074.0
6575,288,2075.0
6576,15584,2076.0
6577,10696,2077.0
6578,12107,2078.0
6579,2157,2079.0
6580,16642,2080.0
6581,13879,2081.0
6582,7174,2082.0
6583,9786,2083.0
6584,11555,2084.0
6585,2378,2085.0
6586,1494,2086.0
6587,5182,2087.0
6588,17666,2088.0
6589,1552,2089.0
6590,5440,2090.0
6591,15826,2091.0
6592,10535,2092.0
6593,14565,2093.0
6594,3941,2094.0
6595,2734,2095.0
6596,15686,2096.0
6597,4256,2097.0
6598,13245,2098.0
6599,1442,2099.0
6600,12997,2100.0
6601,8078,2101.0
6602,4206,2102.0
6603,13123,2103.0
6604,801,2104.0
6605,4568,2105.0
6606,9587,2106.0
6607,1536,2107.0
6608,11087,2108.0
6609,4532,2109.0
6610,17627,2110.0
6611,17078,2111.0
6612,10994,2112.0
6613,15474,2113.0
6614,10782,2114.0
6615,16186,2115.0
6616,16679,2116.0
6617,1362,2117.0
6618,6530,2118.0
6619,4024,2119.0
6620,16677,2120.0
6621,9132,2121.0
6622,9085,2122.0
6623,11046,2123.0
6624,3319,2124.0
6625,12658,2125.0
6626,8614,2126.0
6627,5933,2127.0
6628,6023,2128.0
6629,13531,2129.0
6630,9407,2130.0
6631,612,2131.0
6632,249,2132.0
6633,5889,2133.0
6634,14410,2134.0
6635,14880,2135.0
6636,13627,2136.0
6637,4992,2137.0
6638,4136,2138.0
6639,13603,2139.0
6640,13379,2140.0
6641,15138,2141.0
6642,4806,2142.0
6643,2159,2143.0
6644,7511,2144.0
6645,12959,2145.0
6646,9028,2146.0
6647,1605,2147.0
6648,10621,2148.0
6649,9191,2149.0
6650,14562,2150.0
6651,13773,2151.0
6652,6936,2152.0
6653,15691,2153.0
6654,17100,2154.0
6655,5167,2155.0
6656,15385,2156.0
6657,12308,2157.0
6658,4702,2158.0
6659,17673,2159.0
6660,10956,2160.0
6661,6631,2161.0
6662,17522,2162.0
6663,3007,2163.0
6664,7786,2164.0
6665,645,2165.0
6666,1535,2166.0
6667,12627,2167.0
6668,8807,2168.0
6669,13174,2169.0
6670,15647,2170.0
6671,14546,2171.0
6672,7122,2172.0
6673,1131,2173.0
6674,5192,2174.0
6675,11524,2175.0
6676,17937,2176.0
6677,15218,2177.0
6678,2842,2178.0
6679,11384,2179.0
6680,762,2180.0
6681,9663,2181.0
6682,17915,2182.0
6683,105,2183.0
6684,16973,2184.0
6685,991,2185.0
6686,17771,2186.0
6687,16735,2187.0
6688,13922,2188.0
6689,14781,2189.0
6690,5526,2190.0
6691,3937,2191.0
6692,3175,2192.0
6693,7295,2193.0
6694,16041,2194.0
6695,14132,2195.0
6696,5237,2196.0
6697,5845,2197.0
6698,4535,2198.0
6699,226,2199.0
6700,3783,2200.0
6701,2837,2201.0
6702,15550,2202.0
6703,16098,2203.0
6704,1103,2204.0
6705,9466,2205.0
6706,2736,2206.0
6707,12832,2207.0
6708,11877,2208.0
6709,5560,2209.0
6710,14277,2210.0
6711,16370,2211.0
6712,5107,2212.0
6713,15943,2213.0
6714,4652,2214.0
6715,10005,2215.0
6716,16951,2216.0
6717,13693,2217.0
6718,4939,2218.0
6719,8528,2219.0
6720,12388,2220.0
6721,2479,2221.0
6722,10684,2222.0
6723,6713,2223.0
6724,1931,2224.0
6725,849,2225.0
6726,14588,2226.0
6727,15941,2227.0
6728,8853,2228.0
6729,196,2229.0
6730,17406,2230.0
6731,17079,2231.0
6732,12061,2232.0
6733,2481,2233.0
6734,8083,2234.0
6735,4649,2235.0
6736,17686,2236.0
6737,5795,2237.0
6738,10391,2238.0
6739,11223,2239.0
6740,17118,2240.0
6741,2921,2241.0
6742,6199,2242.0
6743,1223,2243.0
6744,8208,2244.0
6745,12874,2245.0
6746,4290,2246.0
6747,7203,2247.0
6748,17252,2248.0
6749,4928,2249.0
6750,15136,2250.0
6751,13612,2251.0
6752,4302,2252.0
6753,11449,2253.0
6754,26,2254.0
6755,11441,2255.0
6756,1880,2256.0
6757,8593,2257.0
6758,9996,2258.0
6759,7515,2259.0
6760,7587,2260.0
6761,690,2261.0
6762,13931,2262.0
6763,2419,2263.0
6764,12058,2264.0
6765,3191,2265.0
6766,16112,2266.0
6767,12943,2267.0
6768,13816,2268.0
6769,16812,2269.0
6770,15226,2270.0
6771,8633,2271.0
6772,10467,2272.0
6773,6848,2273.0
6774,1999,2274.0
6775,2327,2275.0
6776,10272,2276.0
6777,12476,2277.0
6778,7026,2278.0
6779,2057,2279.0
6780,2168,2280.0
6781,10529,2281.0
6782,8686,2282.0
6783,7040,2283.0
6784,5483,2284.0
6785,5398,2285.0
6786,6164,2286.0
6787,6383,2287.0
6788,45,2288.0
6789,17494,2289.0
6790,17305,2290.0
6791,8368,2291.0
6792,3683,2292.0
6793,330,2293.0
6794,6659,2294.0
6795,6933,2295.0
6796,8667,2296.0
6797,13347,2297.0
6798,13544,2298.0
6799,4144,2299.0
6800,3220,2300.0
6801,8370,2301.0
6802,10773,2302.0
6803,1003,2303.0
6804,3463,2304.0
6805,12130,2305.0
6806,8782,2306.0
6807,17646,2307.0
6808,5715,2308.0
6809,8096,2309.0
6810,2598,2310.0
6811,17495,2311.0
6812,15334,2312.0
6813,11591,2313.0
6814,8818,2314.0
6815,11707,2315.0
6816,11473,2316.0
6817,16996,2317.0
6818,14516,2318.0
6819,7451,2319.0
6820,8220,2320.0
6821,14066,2321.0
6822,7337,2322.0
6823,5987,2323.0
6824,9389,2324.0
6825,12122,2325.0
6826,13762,2326.0
6827,3842,2327.0
6828,17407,2328.0
6829,12765,2329.0
6830,4668,2330.0
6831,6982,2331.0
6832,11637,2332.0
6833,11607,2333.0
6834,10052,2334.0
6835,11724,2335.0
6836,3940,2336.0
6837,140,2337.0
6838,12059,2338.0
6839,5355,2339.0
6840,9530,2340.0
6841,11356,2341.0
6842,17905,2342.0
6843,50,2343.0
6844,8498,2344.0
6845,11402,2345.0
6846,15016,2346.0
6847,16800,2347.0
6848,5129,2348.0
6849,13826,2349.0
6850,15167,2350.0
6851,13215,2351.0
6852,2601,2352.0
6853,8225,2353.0
6854,16813,2354.0
6855,17818,2355.0
6856,14995,2356.0
6857,17394,2357.0
6858,9724,2358.0
6859,14531,2359.0
6860,8455,2360.0
6861,14790,2361.0
6862,993,2362.0
6863,12519,2363.0
6864,15371,2364.0
6865,139,2365.0
6866,4774,2366.0
6867,16737,2367.0
6868,2298,2368.0
6869,6810,2369.0
6870,16036,2370.0
6871,3020,2371.0
6872,9206,2372.0
6873,13318,2373.0
6874,10911,2374.0
6875,7619,2375.0
6876,917,2376.0
6877,5829,2377.0
6878,10185,2378.0
6879,9902,2379.0
6880,8499,2380.0
6881,11144,2381.0
6882,8759,2382.0
6883,4326,2383.0
6884,1547,2384.0
6885,17240,2385.0
6886,11655,2386.0
6887,16092,2387.0
6888,3596,2388.0
6889,10004,2389.0
6890,15473,2390.0
6891,11863,2391.0
6892,17891,2392.0
6893,16196,2393.0
6894,4911,2394.0
6895,3476,2395.0
6896,4700,2396.0
6897,11752,2397.0
6898,5040,2398.0
6899,17839,2399.0
6900,1043,2400.0
6901,4620,2401.0
6902,5183,2402.0
6903,10878,2403.0
6904,4033,2404.0
6905,10816,2405.0
6906,10081,2406.0
6907,15894,2407.0
6908,11747,2408.0
6909,6942,2409.0
6910,2166,2410.0
6911,1766,2411.0
6912,5441,2412.0
6913,9763,2413.0
6914,8910,2414.0
6915,17848,2415.0
6916,3960,2416.0
6917,7384,2417.0
6918,9463,2418.0
6919,13638,2419.0
6920,12319,2420.0
6921,7704,2421.0
6922,17979,2422.0
6923,10490,2423.0
6924,17117,2424.0
6925,15970,2425.0
6926,12908,2426.0
6927,17845,2427.0
6928,2675,2428.0
6929,17146,2429.0
6930,5694,2430.0
6931,9816,2431.0
6932,9022,2432.0
6933,1452,2433.0
6934,15405,2434.0
6935,5885,2435.0
